lineno,sno,origWord,Synonym,imp,uniqCount,freq,freqcorrection,type,class,base weight,adj. weight,title
13095,579,hydrogen,hydrogen,,1,7,5,pronoun,,80,16, effects of sodium chloride concentrations on hydrogen production in electrolysis chemical chemical chemical energy chemistry chemistry 
25827,669,kidney,kidney,,1,7,5,pronoun,,80,16, solutes and the affects of osmotic pressure on dialysis tubes device kidney biochem medical biology 
35541,727,leaf,leaf,,1,7,5,pronoun,,80,16, what does the leaf color change tell us phenology vs physiology organism plant plant organism ecology biology 
12108,773,mealworm,mealworm,,1,7,5,pronoun,,80,16, effect of temperature on bio degradation of polystyrene in t.molitor chemical organic pollute degrade organism mealworm insect environment environment environment 
20158,1685,melanoma,melanoma,,1,7,5,pronoun,,80,16, melanoma application based melanoma detection using aiml compsci method disease medical cancer skin diagnostic compsci medical computersci 
20225,233,metabolism,metabolism,,1,7,5,pronoun,,80,16, metabolism of symbionts living in the trophosome of escarpia tubeworms organism marine organism marine worm microbiology ecology biology 
11086,16,molecular,molecule,,1,7,5,pronoun,,80,16, early diagnosis of viral infections by molecular inversion probes infectious medical organism microbiology diagnostic microbiology medical biology 
19870,140,nuclear,nuclear,,1,7,5,pronoun,,80,16, mapping contamination in the atlantic ocean after a nuclear meltdown energy pollute marine location ocean pollute chemistry environment environment 
5263,548,phaseolus,phaseolus,,1,7,5,pronoun,,80,16, bean germination plant organism plant agriculture phaseolus ecology biology 
33794,10,snails,snail,,1,7,5,pronoun,,80,16, triclosan the snails achilles heel chemical organism slug mollusc ecology biology 
27050,221,talking,speech,,1,7,5,pronoun,,80,16, texting vs talking the effects of cell phones on reaction time language safety behaviour neuroscience behavioralandsocial 
28950,694,sulfate,sulfate,,1,7,5,pronoun,,80,16, the effect of iron ii sulfate on spirulina chemical metal chemical pollute organism microbiology algae biochem biology 
26450,296,sunscreen,sunscreen,,1,7,5,pronoun,,80,16, the effectiveness of sunscreen chemical drug skin disease solar chemistry safety chemistry 
7101,11,wolbachia,wolbachia,,1,7,5,pronoun,,80,16, co infection of borrelia burgdorfer and wolbachia in ixodus scapularis bacteria microbiology infectious organism microbiology bacteria borrelia organism microbiology infectious organism tick arachnid lyme organism tick arachnid lyme microbiology infectious biology 
7752,1237,consumption,consume,3,1,7,5,verb,,10,2, consumption preferences of the coenobita clypeatus organism marine crab organism marine crab behaviour ecology environment 
18419,1786,dispensing,dispense,3,1,7,5,verb,,10,2, intelligent cloud based medication dispensing and scheduling system app compsci medical computersci 
15799,161,dividing,divide,3,1,7,5,verb,,10,2, h2o resource dividing in p.strobus a stable isotope study chemical organism microbiology infectious water ecology environment 
31382,404,retention,hold,4,1,7,5,verb,,5,1, the effects of taurine on memory retention in d.dorotocephala chemical drug neuroscience behaviour organism planaria dugesia slug biochem neuroscience biology 
28101,70,acute,severe,0,1,6,5,adjective,,1,0.2, the effect of chronic versus acute protein deficiency on cognition behaviour neuroscience protein chemical biochem neuroscience biology 
16060,1858,short,short,0,1,6,5,adjective,,1,0.2, heating and cooling unit for optimizing short sleep periods behaviour temperature mechanical behaviour engineering 
34261,1,small,small,0,1,6,5,adjective,,1,0.2, using asclepias syriaca to prevent small scale oil spills chemical pollute organism plant organism plant pollute ecology environment environment 
33883,277,cup,cup,1,1,6,5,noun,,30,6, turn up cup device mechanical household engineering 
3678,535,engines,engine,1,1,6,5,noun,,30,6, an exploration of stirling engines and cogeneration energy engineering energy engineering 
17038,43,gassy,gas,1,1,6,5,noun,,30,6, how gassy is bhs environment environment 
3726,45,gels,gel,1,1,6,5,noun,,30,6, an investigation into the tensile strength of glycerin based hydro gels chemical mechanical mechanical material chemistry 
24029,430,glass,glass,1,1,6,5,noun,,30,6, real time text to audio utilizing google glass device language sound compsci household computersci 
25561,67,locking,lock,1,1,6,5,noun,,30,6, smart prt system by quantum locking and super conductivity atom physics physics engineering 
9771,2593,mask,mask,1,1,6,5,noun,,30,6, developing an unbiased mask detector with aiml compsci method app safety infectious compsci social computersci 
35196,79,meat,meat,1,1,6,5,noun,,30,6, vitamins vital for meat eaters chemical nutrition food nutrition nutrition food biochem nutrition biology 
25408,191,shell,shell,1,1,6,5,noun,,30,6, shrimp shell clotting blood organism marine artemia a.salina biochem medical biology 
36252,737,wooden,wood,1,1,6,5,noun,,30,6, wooden vs composite material chemistry engineering 
21792,991,array,array,2,1,6,5,noun,,20,4, optimization of a carbon fiber electrode array for neural analysis chemical device organ neuroscience material electronics medical engineering 
3910,486,blade,blade,2,1,6,5,noun,,20,4, analysis of wind turbine blade design to increase electrical output device device energy energy environment mechanical energy engineering 
27327,685,disaster,disaster,2,1,6,5,noun,,20,4, the boston molasses disaster chemical sugar location chemistry physics 
4328,39,dried,dry,2,1,6,5,noun,,20,4, antioxidant level in dried fruits chemical nutrition food nutrition chemistry nutrition biology 
13594,1523,emergency,emergency,2,1,6,5,noun,,20,4, emersave a novel crowdsourcing emergency response application method safety compsci medical computersci 
19356,1325,emotions,emotion,2,1,6,5,noun,,20,4, light based emotions behaviour neuroscience behaviour psychology behavioralandsocial 
15837,754,habitual,habits,2,1,6,5,noun,,20,4, habitual blues transcending song genre using big 5 personality factors behaviour music art social psychology behavioralandsocial 
30737,232,medium,media,2,1,6,5,noun,,20,4, the effects of growth medium composition on gfp production chemical biochem biology 
34659,1078,propulsion,propulsion,2,1,6,5,noun,,20,4, using the magnus effect to improve aircraft propulsion device transportation transportation mechanical transportation engineering 
9346,1115,region,region,2,1,6,5,noun,,20,4, determining micro plastic pollution in bivalves by species and region pollute location organism marine snail pollute mollusc ecology environment environment 
3984,537,regressions,regression,2,1,6,5,noun,,20,4, analyzing mlb pitch components using multiple linear regressions compsci math sports statistics sports math 
2542,55,step,step,2,1,6,5,noun,,20,4, a step towards personalized medicine finding disease causing genes disease medical drug medical genetic gene genetics medical biology 
27830,117,strains,strains,2,1,6,5,noun,,20,4, the effect of anti bacterial foods on the growth of bacterial strains nutrition food organism microbiology bacteria infectious biochem microbiology biology 
12032,819,transformation,transformation,2,1,6,5,noun,,20,4, effect of pvc char on rate of transformation in e.coli chemical material chemical organism microbiology bacteria chemistry microbiology biology 
10909,1263,weight,weight,2,1,6,5,noun,,20,4, dominant vs non dominant hands determining weight organ behaviour household behavioralandsocial 
13311,580,competition,competition,3,1,6,5,noun,,20,4, effects of weather and competition on honey bee pollination patterns food nutrition organism insect agriculture honeybee environment ecology environment 
6747,1232,compound,compound,3,1,6,5,noun,,20,4, cell phone microscope vs compound light microscope device device vision light optics engineering 
19925,388,spread,spread,3,1,6,5,noun,,20,4, mapping the spread of invasive plants by uav device organism robotics ecology environment 
13729,795,2,2,,1,6,5,noun,,2,0.4, engineering a mechanical sunflower 2.0 a dual axis solar tracker energy energy light mechanical energy engineering 
18109,1566,accesibility,access,,1,6,5,noun,,2,0.4, increasing the accesibility of hydro electric energy energy energy water civil energy environment 
8104,32,error,error,,1,6,5,noun,,2,0.4, creating a micro pipetting protocol to reduce human error method method organism mammal human behaviour logistics behavioralandsocial 
25454,395,extensions,expand,,1,6,5,noun,,2,0.4, single track gray codes a general construction and extensions mechanical math 
16890,1295,experience,experience,,1,6,5,noun,,2,0.4, how effective is your virtual reality experience behaviour compsci compsci behaviour behavioralandsocial 
21902,461,group,group,,1,6,5,noun,,2,0.4, optimized shapes of adsorbed rare gas clusters by simulated annealing group math chemistry chemistry 
35198,79,vital,important,,1,6,5,noun,,2,0.4, vitamins vital for meat eaters chemical nutrition food nutrition nutrition food biochem nutrition biology 
26232,802,influence,influence,,1,6,5,noun,,2,0.4, striatal brain circuits influence on ocd like behavior disease neuroscience medical organ neuroscience biology neuroscience biology 
21485,622,object,object,,1,6,5,noun,,2,0.4, object detection with an ultra sonic sensor using a running average acoustic electronics engineering 
7022,877,performance,performance,,1,6,5,noun,,2,0.4, classroom setup vs student performance school education school education psychology social behavioralandsocial 
2633,853,potential,potential,,1,6,5,noun,,2,0.4, a study of potential bacteria found in fast food restaurant ice location nutrition food organism microbiology bacteria nutrition biology 
10184,116,products,products,,1,6,5,noun,,2,0.4, dissecting the social trend of using skin whitening products organ chemical behaviour social behavioralandsocial 
23602,464,project,project,,1,6,5,noun,,2,0.4, project enca in search of natural mechanisms to reverse acne disease skin microbiology human medical biology medical biology 
35735,286,size,size,,1,6,5,noun,,2,0.4, what is the optimal pore size membrane in concentrating liposomes organ cellbio cell biology biology 
9733,235,source,source,,1,6,5,noun,,2,0.4, developing alternative source of energy to reduce harsh emissions energy pollute chemistry environment environment 
